seed,team,archetype,starting_auction_budget,players_needed,starter_slots_needed,bench_slots_needed,total_spend,unused_cash,number_of_bids,number_of_wins,number_of_blocked_bids,zero_utility_blocks,feasibility_blocks,budget_blocks,roster_cap_blocks,highest_price_paid,starter_spend,bench_spend,QB_spend,RB_spend,WR_spend,TE_spend
37,James,stars_and_scrubs,297,9,9,6,297.00388888888887,0.0,158,9,493,0,0,493,0,257.0,362.7911111111111,37.212777777777774,1.5527777777777778,259.57444444444445,3.41,32.46666666666667
37,Jason,emotional,209,9,9,6,206.94261269442998,2.06,276,9,303,0,0,303,0,105.81326436058951,379.52086824998554,13.421744444444442,2.895603889396022,197.43146436058953,3.1440444444444444,3.4715
37,Reid,tier_controller,260,9,9,6,256.6199768888889,3.37,271,9,158,0,0,158,0,202.0,361.56,45.05997688888888,8.0,207.08135466666667,22.28862222222222,19.25
37,Ryan J,value_purist,257,9,9,6,256.9997295817896,0.0,139,9,323,0,0,323,0,94.0,376.7497295817896,16.25,1.0,178.2935,77.70622958178961,0.0
37,Sam,value_purist,223,9,9,6,223.00531295532804,0.0,236,9,194,0,0,194,0,68.8232220269736,301.96339641353615,83.04191654179192,34.0,183.98531295532803,4.02,1.0
37,Shane,price_enforcer,324,9,9,6,258.8846894935498,65.13,262,9,0,0,0,0,0,68.0,212.31082111111112,122.57386838243869,17.547359999999998,173.90364616021648,63.25,4.183683333333334
37,Travis,positional_extremist_rb,264,9,9,6,264.0,0.0,87,9,615,0,0,615,0,252.0,367.0,10.0,2.0,259.0,2.0,1.0
38,Brad,value_purist,281,9,9,6,281.00459879965246,0.0,225,9,158,0,0,158,0,83.18355724033779,311.0040122403378,89.00058655931468,20.63,188.51414379965246,69.86045499999999,2.0
38,Brandon,positional_extremist_rb,184,9,9,6,183.99833333333333,0.0,138,9,458,0,0,458,0,166.25,398.96833333333336,6.03,2.0,169.25,2.0300000000000002,10.718333333333334
38,CJ,value_purist,264,9,9,6,264.0,0.0,235,9,191,0,0,191,0,109.5,323.15999999999997,76.84,2.0,197.67000000000002,64.33,0.0
38,Coby,value_purist,274,9,9,6,273.99829100535936,0.0,194,9,224,0,0,224,0,79.81773206819469,268.8177320681947,131.1805589371647,2.0,203.66829100535938,67.33,1.0
38,Evan,anchor,184,9,9,6,170.98693114058705,13.02,288,9,70,0,0,70,0,94.98290405725369,314.6842940572537,62.30263708333332,30.0,102.84709280725369,34.43844833333333,3.701389999999999
38,James,tier_controller,297,9,9,6,293.5448831111111,3.45,118,9,330,0,0,330,0,257.0,369.5522222222222,26.992660888888892,1.512888888888889,266.698352,24.116975555555555,1.2166666666666668
38,Jason,positional_extremist_rb,209,9,9,6,209.00057722222223,0.0,273,9,170,0,0,170,0,141.5,232.04095416666667,162.95962305555554,5.0,198.62740083333333,3.172222222222222,2.200954166666667
38,Reid,positional_extremist_wr,260,9,9,6,260.00391537447706,0.0,232,9,290,0,0,290,0,191.33333333333334,209.1133975966993,200.89051777777777,1.0,6.309466666666667,252.6944487078104,0.0
38,Ryan J,stars_and_scrubs,257,9,9,6,257.0018195697273,0.0,217,9,349,0,0,349,0,215.15644444444445,362.2401529030606,30.761666666666667,1.02,253.17404179194952,0.0,2.807777777777778
38,Sam,emotional,223,9,9,6,222.99031359030937,0.0,251,9,337,0,0,337,0,176.0367757500382,367.8423135903094,17.148,2.4875555555555553,180.1847757500382,39.30798228471563,1.0099999999999998
38,Shane,balanced,324,9,9,6,293.3632040741605,30.64,215,9,0,0,0,0,0,69.80391849442083,252.1515991610875,117.21160491307302,0.0,60.99308466666667,221.85099540749385,10.519124000000001
38,Travis,stars_and_scrubs,264,9,9,6,260.4145555555555,3.58,100,9,432,0,0,432,0,250.0,365.7322222222222,7.682333333333334,2.56,252.33888888888887,4.343444444444445,1.1722222222222223
39,Brad,emotional,281,9,9,6,278.5601858674481,2.45,208,9,376,0,0,376,0,176.09181920078146,374.07079920078144,23.489386666666668,2.0,273.84397253411476,1.3333333333333333,1.3828799999999999
39,Brandon,positional_extremist_rb,184,9,9,6,184.0,0.0,97,9,532,0,0,532,0,176.0,399.0,6.0,2.0,178.0,4.0,0.0
39,CJ,value_purist,264,9,9,6,264.0068722822539,0.0,271,9,161,0,0,161,0,68.54646865388284,255.35694333239147,144.6499289498624,2.593530721324497,237.87187933870715,23.541462222222222,0.0
39,Coby,positional_extremist_rb,274,9,9,6,273.9991933333333,0.0,208,9,316,0,0,316,0,215.91,393.9991933333333,6.0,4.619999999999999,2.0,266.3791933333333,1.0
39,Evan,tier_controller,184,9,9,6,173.82352355555554,10.18,280,9,78,0,0,78,0,107.91,326.0839733333333,53.73955022222222,10.92,138.896688,21.75286222222222,2.253973333333333
39,James,balanced,297,9,9,6,269.0870117777778,27.91,276,9,0,0,0,0,0,61.0,248.86646555555558,123.22054622222221,29.67747555555556,144.19023444444446,75.46653333333333,19.752768444444445
39,Jason,value_purist,209,9,9,6,209.00257030796823,0.0,172,9,285,0,0,285,0,70.60244444444444,318.99257030796826,76.01,2.0,73.01,132.99257030796824,1.0
39,Reid,value_purist,260,9,9,6,260.00447958038274,0.0,250,9,95,0,0,95,0,65.68,325.6513062470494,84.35317333333333,34.209742222222225,162.7947373581605,62.0,1.0
39,Ryan J,price_enforcer,257,9,9,6,214.65110494663938,42.35,240,9,12,0,0,12,0,52.09,269.94890272441717,80.70220222222224,24.13,0.0,166.26858161330605,24.252523333333336
39,Sam,positional_extremist_wr,223,9,9,6,219.78027777777783,3.23,176,9,95,0,0,95,0,98.91,291.77820444444444,90.00207333333337,1.0,98.91,93.8952666666667,25.97501111111111
39,Shane,anchor,324,9,9,6,312.17551249999997,11.83,113,9,248,0,0,248,0,273.0,348.2661166666667,39.909395833333335,1.0,297.1092708333333,8.4819,5.584341666666667
39,Travis,price_enforcer,264,9,9,6,215.44502802295494,48.56,212,9,9,0,0,9,0,48.63504557851051,202.79695691184384,125.64807111111112,14.93,140.30943113406607,33.09313466666668,27.112462222222224
