player,canonical_player_id,position,nfl_team,source_roster,source_status,verified_nfl_regular_season_debut,league_veteran_status,league_college_rights_status,conversion_status,final_auction_status,auction_eligible,eligibility_reason,evidence_source,verification_date,confidence,warning
Noah Fant,noah fant,TE,NO,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Kyle Juszczyk,kyle juszczyk,RB,SF,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Anthony Richardson Sr.,anthony richardson,QB,IND,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Joe Flacco,joe flacco,QB,CIN,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Tutu Atwell,tutu atwell,WR,LAR,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
John Metchie III,john metchie,WR,CAR,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Nick Westbrook-Ikhine,nick westbrook ikhine,WR,IND,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Phil Mafah,phil mafah,RB,DAL,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
J'Mari Taylor,jmari taylor,RB,JAC,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Demarcus Robinson,demarcus robinson,WR,SF,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
CJ Daniels,cj daniels,WR,LAR,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Jaylin Lane,jaylin lane,WR,WAS,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Devontez Walker,devontez walker,WR,BAL,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Roschon Johnson,roschon johnson,RB,CHI,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Luke Musgrave,luke musgrave,TE,GB,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Ashton Dulin,ashton dulin,WR,IND,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Jameis Winston,jameis winston,QB,NYG,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Tommy Tremble,tommy tremble,TE,CAR,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Marcus Mariota,marcus mariota,QB,WAS,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Jam Miller,jam miller,RB,NE,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Jordan Whittington,jordan whittington,WR,LAR,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Barion Brown,barion brown,WR,NO,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Rasheen Ali,rasheen ali,RB,BAL,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Sione Vaki,sione vaki,RB,DET,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Cade Klubnik,cade klubnik,QB,NYJ,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Ben Sinnott,ben sinnott,TE,WAS,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Joe Milton III,joe milton,QB,DAL,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
John Bates,john bates,TE,WAS,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Elijah Higgins,elijah higgins,TE,ARI,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Austin Hooper,austin hooper,TE,ATL,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Isaiah Williams,isaiah williams,WR,NYJ,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Mitchell Evans,mitchell evans,TE,CAR,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Daniel Bellinger,daniel bellinger,TE,TEN,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Dyami Brown,dyami brown,WR,WAS,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Greg Dortch,greg dortch,WR,DET,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Tyler Goodson,tyler goodson,RB,ATL,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Tommy Myers,tommy myers,TE,FA,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Odell Beckham Jr.,odell beckham,WR,NYG,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Hunter Luepke,hunter luepke,RB,DAL,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Dameon Pierce,dameon pierce,RB,PHI,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Deion Burks,deion burks,WR,IND,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Terrell Jennings,terrell jennings,RB,FA,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Tai Felton,tai felton,WR,MIN,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Marlin Klein,marlin klein,TE,HOU,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Zavier Scott,zavier scott,RB,MIN,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Matt Hibner,matt hibner,TE,BAL,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Alec Ingold,alec ingold,RB,LAC,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Jeremy McNichols,jeremy mcnichols,RB,WAS,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Reggie Gilliam,reggie gilliam,RB,NE,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Robert Henry Jr.,robert henry,RB,WAS,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Jonnu Smith,jonnu smith,TE,GB,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Ronnie Rivers,ronnie rivers,RB,LAR,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Josh Williams,josh williams,RB,TB,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Dylan Laube,dylan laube,RB,LV,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Jahdae Walker,jahdae walker,WR,CHI,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Roman Hemby,roman hemby,RB,LV,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Mitch Tinsley,mitch tinsley,WR,CIN,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Tyler Badie,tyler badie,RB,DEN,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Patrick Ricard,patrick ricard,RB,NYG,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Elijah Moore,elijah moore,WR,PHI,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Will Kacmarek,will kacmarek,TE,MIA,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Damien Martinez,damien martinez,RB,GB,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Riley Leonard,riley leonard,QB,IND,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Khalil Herbert,khalil herbert,RB,SF,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
DeAndre Hopkins,deandre hopkins,WR,BAL,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Josh Oliver,josh oliver,TE,MIN,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Max Bredeson,max bredeson,RB,MIN,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Tanner Koziol,tanner koziol,TE,JAC,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Tyler Lockett,tyler lockett,WR,LV,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Adam Prentice,adam prentice,RB,DEN,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Jordan Watkins,jordan watkins,WR,SF,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Antonio Gibson,antonio gibson,RB,FA,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Xavier Smith,xavier smith,WR,LAR,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Jacob Cowing,jacob cowing,WR,SF,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Quinn Ewers,quinn ewers,QB,MIA,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
British Brooks,british brooks,RB,HOU,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Cade Stover,cade stover,TE,HOU,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Jimmy Horn Jr.,jimmy horn,WR,CAR,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Tim Patrick,tim patrick,WR,NYJ,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Lew Nichols III,lew nichols,RB,PIT,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Drew Allar,drew allar,QB,PIT,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Marquez Valdes-Scantling,marquez valdes scantling,WR,DAL,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Jacob Saylors,jacob saylors,RB,DET,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Chris Blair,chris blair,WR,ATL,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Jackson Hawes,jackson hawes,TE,BUF,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Tyrod Taylor,tyrod taylor,QB,GB,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Moliki Matavao,moliki matavao,TE,NO,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Jake Browning,jake browning,QB,TB,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Michael Woods II,michael woods,WR,DEN,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Jalen Reagor,jalen reagor,WR,MIA,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Xavier Restrepo,xavier restrepo,WR,TEN,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Frank Gore Jr.,frank gore,RB,BUF,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Drew Sample,drew sample,TE,CIN,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Adam Trautman,adam trautman,TE,DEN,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Kene Nwangwu,kene nwangwu,RB,NYJ,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Reggie Virgil,reggie virgil,WR,ARI,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Sam Roush,sam roush,TE,CHI,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Gardner Minshew II,gardner minshew,QB,ARI,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
